Trajectory - Seconds: 24.84, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.00, Y: -2.20), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.01), 
State(Sec: 21.69, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 3.30, Y: -2.14), Rotation2d(Rads: -3.12, Deg: -178.59)), Curvature: -0.00), 
State(Sec: 21.74, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 3.21, Y: -2.14), Rotation2d(Rads: -3.12, Deg: -178.59)), Curvature: -0.00), 
State(Sec: 21.78, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 3.12, Y: -2.14), Rotation2d(Rads: -3.12, Deg: -178.60)), Curvature: -0.00), 
State(Sec: 21.82, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 3.04, Y: -2.14), Rotation2d(Rads: -3.12, Deg: -178.61)), Curvature: -0.00), 
State(Sec: 21.87, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.95, Y: -2.14), Rotation2d(Rads: -3.12, Deg: -178.62)), Curvature: -0.00), 
State(Sec: 21.91, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.86, Y: -2.15), Rotation2d(Rads: -3.12, Deg: -178.64)), Curvature: -0.00), 
State(Sec: 21.96, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.77, Y: -2.15), Rotation2d(Rads: -3.12, Deg: -178.65)), Curvature: -0.00), 
State(Sec: 22.00, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.68, Y: -2.15), Rotation2d(Rads: -3.12, Deg: -178.67)), Curvature: -0.00), 
State(Sec: 22.05, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.59, Y: -2.15), Rotation2d(Rads: -3.12, Deg: -178.68)), Curvature: -0.00), 
State(Sec: 22.09, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.50, Y: -2.15), Rotation2d(Rads: -3.12, Deg: -178.70)), Curvature: -0.00), 
State(Sec: 22.14, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.40, Y: -2.16), Rotation2d(Rads: -3.12, Deg: -178.72)), Curvature: -0.00), 
State(Sec: 22.19, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.31, Y: -2.16), Rotation2d(Rads: -3.12, Deg: -178.74)), Curvature: -0.00), 
State(Sec: 22.23, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.22, Y: -2.16), Rotation2d(Rads: -3.12, Deg: -178.76)), Curvature: -0.00), 
State(Sec: 22.28, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.12, Y: -2.16), Rotation2d(Rads: -3.12, Deg: -178.79)), Curvature: -0.00), 
State(Sec: 22.33, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 2.02, Y: -2.16), Rotation2d(Rads: -3.12, Deg: -178.81)), Curvature: -0.00), 
State(Sec: 22.38, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 1.93, Y: -2.17), Rotation2d(Rads: -3.12, Deg: -178.84)), Curvature: -0.00), 
State(Sec: 22.43, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 1.83, Y: -2.17), Rotation2d(Rads: -3.12, Deg: -178.86)), Curvature: -0.00), 
State(Sec: 22.48, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 1.73, Y: -2.17), Rotation2d(Rads: -3.12, Deg: -178.89)), Curvature: -0.00), 
State(Sec: 22.53, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 1.63, Y: -2.17), Rotation2d(Rads: -3.12, Deg: -178.92)), Curvature: -0.01), 
State(Sec: 22.58, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 1.53, Y: -2.17), Rotation2d(Rads: -3.12, Deg: -178.95)), Curvature: -0.01), 
State(Sec: 22.63, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 1.43, Y: -2.18), Rotation2d(Rads: -3.12, Deg: -178.98)), Curvature: -0.01), 
State(Sec: 22.68, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 1.33, Y: -2.18), Rotation2d(Rads: -3.12, Deg: -179.01)), Curvature: -0.01), 
State(Sec: 22.73, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 1.23, Y: -2.18), Rotation2d(Rads: -3.12, Deg: -179.04)), Curvature: -0.01), 
State(Sec: 22.78, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 1.13, Y: -2.18), Rotation2d(Rads: -3.13, Deg: -179.07)), Curvature: -0.01), 
State(Sec: 22.83, Vel m/s: 2.00, Accel m/s/s: -0.70, Pose: Pose2d(Translation2d(X: 1.02, Y: -2.18), Rotation2d(Rads: -3.13, Deg: -179.11)), Curvature: -0.01), 
State(Sec: 22.88, Vel m/s: 1.96, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.92, Y: -2.18), Rotation2d(Rads: -3.13, Deg: -179.15)), Curvature: -0.01), 
State(Sec: 22.94, Vel m/s: 1.91, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.82, Y: -2.19), Rotation2d(Rads: -3.13, Deg: -179.18)), Curvature: -0.01), 
State(Sec: 22.99, Vel m/s: 1.85, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.71, Y: -2.19), Rotation2d(Rads: -3.13, Deg: -179.22)), Curvature: -0.01), 
State(Sec: 23.05, Vel m/s: 1.79, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.61, Y: -2.19), Rotation2d(Rads: -3.13, Deg: -179.26)), Curvature: -0.01), 
State(Sec: 23.11, Vel m/s: 1.73, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.50, Y: -2.19), Rotation2d(Rads: -3.13, Deg: -179.30)), Curvature: -0.01), 
State(Sec: 23.17, Vel m/s: 1.67, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.40, Y: -2.19), Rotation2d(Rads: -3.13, Deg: -179.34)), Curvature: -0.01), 
State(Sec: 23.24, Vel m/s: 1.61, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.29, Y: -2.19), Rotation2d(Rads: -3.13, Deg: -179.39)), Curvature: -0.01), 
State(Sec: 23.30, Vel m/s: 1.54, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.19, Y: -2.19), Rotation2d(Rads: -3.13, Deg: -179.43)), Curvature: -0.01), 
State(Sec: 23.37, Vel m/s: 1.47, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.08, Y: -2.19), Rotation2d(Rads: -3.13, Deg: -179.48)), Curvature: -0.01), 
State(Sec: 23.45, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: -0.03, Y: -2.20), Rotation2d(Rads: -3.13, Deg: -179.52)), Curvature: -0.01), 
State(Sec: 23.53, Vel m/s: 1.32, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: -0.13, Y: -2.20), Rotation2d(Rads: -3.13, Deg: -179.57)), Curvature: -0.01), 
State(Sec: 23.61, Vel m/s: 1.23, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: -0.24, Y: -2.20), Rotation2d(Rads: -3.13, Deg: -179.62)), Curvature: -0.01), 
State(Sec: 23.70, Vel m/s: 1.14, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: -0.35, Y: -2.20), Rotation2d(Rads: -3.14, Deg: -179.67)), Curvature: -0.01), 
State(Sec: 23.80, Vel m/s: 1.04, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: -0.46, Y: -2.20), Rotation2d(Rads: -3.14, Deg: -179.72)), Curvature: -0.01), 
State(Sec: 23.91, Vel m/s: 0.93, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: -0.57, Y: -2.20), Rotation2d(Rads: -3.14, Deg: -179.77)), Curvature: -0.01), 
State(Sec: 24.04, Vel m/s: 0.81, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: -0.67, Y: -2.20), Rotation2d(Rads: -3.14, Deg: -179.83)), Curvature: -0.01), 
State(Sec: 24.18, Vel m/s: 0.66, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: -0.78, Y: -2.20), Rotation2d(Rads: -3.14, Deg: -179.88)), Curvature: -0.01), 
State(Sec: 24.38, Vel m/s: 0.47, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: -0.89, Y: -2.20), Rotation2d(Rads: -3.14, Deg: -179.94)), Curvature: -0.01), 
State(Sec: 24.84, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: -1.00, Y: -2.20), Rotation2d(Rads: 3.14, Deg: 180.00)), Curvature: -0.01)
